track_id,domain,grid_square,position_source,identification,in_exclusion_zone,track_confidence,grid_has_confirmed_maritime_exclusion_breach,grid_has_gps_spoofing
3100,air,GS-11,gps,friendly,0,0.752,0,0
3101,maritime,GS-21,ais,unknown,0,0.329,0,0
3102,maritime,GS-21,sonar,friendly,1,0.556,0,0
3103,maritime,GS-23,sonar,friendly,0,0.474,0,0
3104,maritime,GS-22,sonar,unidentified,0,0.945,1,0
3105,air,GS-22,radar,friendly,1,0.876,0,0
3106,maritime,GS-23,sonar,unidentified,0,0.387,0,0
3107,air,GS-31,gps,friendly,0,0.509,0,1
3108,maritime,GS-32,ais,unidentified,0,0.386,0,0
3109,air,GS-21,gps,friendly,0,0.895,0,0
3110,air,GS-12,gps,friendly,0,0.391,1,0
3111,maritime,GS-23,ais,unknown,0,0.738,0,0
3112,air,GS-21,radar,friendly,0,0.608,1,0
3113,maritime,GS-32,sonar,unidentified,0,0.656,0,0
3114,air,GS-22,radar,friendly,0,0.585,0,0
3115,air,GS-32,gps,unknown,0,0.615,0,1
3116,air,GS-22,gps,unknown,0,0.807,0,1
3117,air,GS-12,radar,friendly,1,0.591,0,1
3118,maritime,GS-11,ais,friendly,0,0.847,1,0
3119,air,GS-22,gps,friendly,0,0.47,0,0
3120,air,GS-31,gps,hostile,1,0.561,0,0
3121,air,GS-23,gps,unknown,1,0.514,0,0
3122,air,GS-13,radar,unidentified,0,0.597,0,0
3123,air,GS-12,gps,friendly,1,0.456,0,0
3124,air,GS-23,radar,friendly,0,0.607,0,0
3125,maritime,GS-23,sonar,friendly,1,0.965,0,0
3126,air,GS-12,radar,unidentified,1,0.818,0,0
3127,maritime,GS-32,sonar,hostile,0,0.525,0,0
3128,air,GS-23,radar,friendly,1,0.47,0,0
3129,air,GS-31,radar,unknown,0,0.384,0,0
3130,maritime,GS-31,sonar,friendly,0,0.428,0,0
3131,air,GS-12,gps,unidentified,0,0.571,0,0
3132,maritime,GS-12,ais,friendly,1,0.924,0,1
3133,maritime,GS-12,ais,friendly,1,0.736,0,0
3134,maritime,GS-22,sonar,friendly,0,0.583,0,0
3135,air,GS-13,radar,friendly,0,0.972,0,0
3136,maritime,GS-32,ais,friendly,0,0.557,0,0
3137,air,GS-23,gps,friendly,0,0.687,0,0
3138,air,GS-11,radar,friendly,1,0.685,0,0
3139,maritime,GS-21,ais,friendly,1,0.478,0,0
3140,maritime,GS-32,ais,unidentified,1,0.812,0,0
3141,air,GS-32,gps,unknown,0,0.714,0,0
3142,air,GS-21,gps,unidentified,0,0.918,0,0
3143,maritime,GS-22,ais,unknown,1,0.38,1,0
3144,air,GS-23,radar,friendly,0,0.905,0,0
3145,air,GS-22,radar,unknown,0,0.94,0,1
3146,maritime,GS-31,ais,unidentified,0,0.596,0,0
3147,air,GS-13,radar,friendly,0,0.976,1,0
3148,maritime,GS-32,ais,friendly,0,0.547,0,0
3149,air,GS-11,radar,friendly,1,0.536,0,0
3150,maritime,GS-21,ais,hostile,0,0.902,1,0
3151,air,GS-22,radar,unknown,0,0.394,0,0
3152,maritime,GS-11,ais,friendly,1,0.895,0,0
3153,maritime,GS-11,ais,hostile,0,0.797,0,0
3154,air,GS-32,gps,friendly,1,0.421,0,0
3155,air,GS-23,gps,unidentified,0,0.727,0,0
3156,air,GS-11,radar,friendly,0,0.597,0,0
3157,air,GS-31,gps,unidentified,1,0.822,0,0
3158,maritime,GS-13,sonar,unidentified,1,0.855,0,0
3159,air,GS-13,radar,unidentified,0,0.57,0,0
3160,maritime,GS-13,sonar,friendly,0,0.412,0,0
3161,maritime,GS-31,ais,unidentified,0,0.669,0,0
3162,air,GS-31,gps,unknown,1,0.353,1,0
3163,maritime,GS-12,sonar,friendly,1,0.707,0,0
3164,air,GS-13,radar,hostile,1,0.86,1,0
3165,air,GS-32,radar,hostile,0,0.486,0,0
3166,air,GS-31,gps,hostile,0,0.933,0,0
3167,air,GS-21,gps,unidentified,1,0.541,0,0
3168,air,GS-22,gps,unidentified,0,0.678,1,1
3169,air,GS-12,radar,unidentified,1,0.748,0,0
3170,maritime,GS-12,ais,unidentified,0,0.87,0,1
3171,air,GS-32,radar,unknown,1,0.948,1,0
3172,air,GS-32,radar,unidentified,0,0.512,0,0
3173,maritime,GS-22,ais,unidentified,0,0.606,0,0
3174,air,GS-31,radar,friendly,0,0.391,0,0
3175,air,GS-22,radar,friendly,0,0.891,0,1
3176,maritime,GS-31,sonar,unidentified,0,0.68,0,0
3177,air,GS-32,gps,unidentified,1,0.339,0,0
3178,maritime,GS-32,ais,unidentified,0,0.403,0,0
3179,maritime,GS-21,ais,friendly,1,0.558,0,0
3180,air,GS-32,gps,unidentified,1,0.373,0,0
3181,maritime,GS-21,sonar,unidentified,0,0.982,0,1
3182,maritime,GS-11,ais,unidentified,0,0.467,0,0
3183,maritime,GS-32,sonar,unidentified,0,0.85,0,0
3184,maritime,GS-21,ais,friendly,0,0.421,0,0
3185,air,GS-23,gps,friendly,1,0.4,0,0
3186,air,GS-12,radar,unidentified,0,0.531,0,0
3187,maritime,GS-22,sonar,friendly,0,0.918,0,0
3188,air,GS-32,gps,hostile,1,0.867,0,0
3189,maritime,GS-23,ais,hostile,0,0.497,1,0
3190,maritime,GS-21,sonar,unidentified,0,0.478,0,0
3191,maritime,GS-13,sonar,friendly,0,0.892,0,0
3192,maritime,GS-21,ais,unidentified,0,0.953,0,0
3193,air,GS-12,radar,hostile,0,0.41,0,0
3194,air,GS-13,gps,friendly,0,0.376,0,0
3195,air,GS-31,radar,friendly,1,0.739,0,1
3196,air,GS-32,gps,hostile,1,0.504,0,0
3197,maritime,GS-22,sonar,friendly,0,0.89,0,0
3198,air,GS-23,radar,friendly,0,0.809,1,0
3199,air,GS-31,radar,friendly,0,0.501,0,0
3200,maritime,GS-22,sonar,hostile,1,0.965,0,0
3201,air,GS-31,radar,friendly,1,0.759,0,1
3202,air,GS-32,gps,friendly,0,0.497,1,0
3203,air,GS-21,gps,unidentified,0,0.522,0,0
3204,air,GS-13,gps,unidentified,0,0.827,0,0
3205,maritime,GS-13,ais,unidentified,0,0.796,0,0
3206,air,GS-31,gps,friendly,0,0.711,0,0
3207,maritime,GS-31,sonar,unknown,0,0.381,0,0
3208,maritime,GS-32,ais,unidentified,1,0.968,0,1
3209,maritime,GS-32,ais,hostile,0,0.682,0,0
3210,maritime,GS-31,ais,friendly,1,0.366,0,0
3211,air,GS-13,gps,friendly,0,0.52,0,0
3212,air,GS-31,gps,unidentified,1,0.457,1,0
3213,air,GS-11,radar,friendly,1,0.902,0,0
3214,air,GS-21,radar,unidentified,0,0.806,0,0
3215,maritime,GS-31,sonar,friendly,0,0.6,0,0
3216,maritime,GS-11,ais,hostile,0,0.6,0,0
3217,air,GS-31,gps,unidentified,1,0.47,0,0
3218,air,GS-21,gps,friendly,0,0.95,0,1
3219,air,GS-11,gps,unknown,1,0.833,0,0
3220,maritime,GS-21,ais,friendly,0,0.353,0,1
3221,air,GS-12,radar,unidentified,0,0.354,1,1
3222,air,GS-22,gps,friendly,0,0.389,0,0
3223,air,GS-32,radar,friendly,0,0.408,0,0
3224,air,GS-22,gps,hostile,0,0.352,0,0
3225,maritime,GS-13,ais,friendly,0,0.414,0,0
3226,air,GS-31,radar,friendly,0,0.471,0,0
3227,air,GS-11,gps,friendly,0,0.59,0,0
3228,maritime,GS-11,sonar,hostile,1,0.792,0,1
3229,maritime,GS-32,ais,friendly,0,0.446,0,0
3230,maritime,GS-12,ais,friendly,1,0.835,0,0
3231,air,GS-23,radar,friendly,0,0.507,0,0
3232,air,GS-13,gps,unknown,0,0.8,0,0
3233,maritime,GS-12,sonar,hostile,0,0.868,0,0
3234,maritime,GS-12,sonar,unidentified,1,0.421,0,0
3235,air,GS-22,radar,friendly,1,0.323,0,0
3236,air,GS-31,gps,friendly,0,0.927,0,0
3237,air,GS-23,radar,friendly,1,0.85,0,0
3238,air,GS-22,radar,hostile,0,0.668,0,0
3239,air,GS-13,gps,hostile,0,0.625,1,0
3240,maritime,GS-23,ais,hostile,1,0.383,0,0
3241,air,GS-32,gps,unidentified,1,0.327,0,0
3242,maritime,GS-21,sonar,unidentified,0,0.938,0,0
3243,air,GS-13,gps,friendly,1,0.644,0,0
3244,maritime,GS-32,ais,unidentified,1,0.74,0,1
3245,air,GS-13,radar,unknown,1,0.857,0,0
3246,air,GS-31,gps,friendly,0,0.341,0,0
3247,maritime,GS-12,sonar,friendly,0,0.471,0,0
3248,maritime,GS-23,ais,unidentified,1,0.333,0,0
3249,air,GS-12,radar,hostile,1,0.409,0,1
3250,maritime,GS-23,sonar,unidentified,0,0.914,0,0
3251,air,GS-13,gps,unidentified,0,0.825,0,0
3252,air,GS-22,radar,friendly,0,0.532,1,0
3253,maritime,GS-13,ais,friendly,0,0.508,0,0
3254,air,GS-31,radar,hostile,1,0.598,0,0
3255,maritime,GS-13,sonar,friendly,1,0.394,0,0
3256,air,GS-22,radar,friendly,0,0.721,0,0
3257,air,GS-22,radar,unknown,0,0.443,0,0
3258,air,GS-11,gps,unidentified,0,0.372,0,0
3259,maritime,GS-21,ais,hostile,0,0.433,0,0
3260,air,GS-13,gps,unknown,0,0.639,0,0
3261,air,GS-11,gps,hostile,0,0.357,0,0
3262,air,GS-12,gps,unidentified,0,0.367,0,0
3263,air,GS-12,radar,unidentified,0,0.498,0,0
3264,maritime,GS-21,sonar,unidentified,0,0.904,1,0
3265,maritime,GS-23,sonar,unidentified,1,0.968,0,0
3266,maritime,GS-12,ais,unidentified,0,0.493,0,0
3267,air,GS-31,gps,friendly,0,0.721,1,0
3268,air,GS-31,gps,unknown,0,0.422,1,0
3269,air,GS-22,gps,unknown,0,0.695,0,0
3270,maritime,GS-32,ais,unknown,1,0.799,1,0
3271,air,GS-11,gps,friendly,0,0.529,0,0
3272,maritime,GS-23,sonar,hostile,0,0.871,0,0
3273,air,GS-31,radar,friendly,0,0.376,0,0
3274,maritime,GS-12,sonar,unidentified,0,0.604,0,1
3275,maritime,GS-11,ais,friendly,0,0.64,0,0
3276,air,GS-21,gps,unidentified,0,0.585,0,1
3277,maritime,GS-12,sonar,friendly,0,0.489,0,0
3278,air,GS-31,radar,hostile,1,0.75,0,0
3279,maritime,GS-32,ais,friendly,0,0.324,0,0
3280,air,GS-31,radar,friendly,0,0.719,0,0
3281,air,GS-21,gps,unidentified,0,0.343,0,0
3282,air,GS-11,gps,friendly,1,0.966,1,0
3283,maritime,GS-32,ais,friendly,0,0.82,0,0
3284,maritime,GS-31,sonar,friendly,1,0.892,0,0
3285,maritime,GS-13,sonar,hostile,0,0.435,0,0
3286,maritime,GS-23,sonar,unknown,0,0.605,0,0
3287,maritime,GS-23,sonar,friendly,0,0.548,0,0
3288,air,GS-23,gps,unknown,1,0.753,0,0
3289,air,GS-23,radar,friendly,1,0.576,0,0
3290,maritime,GS-11,ais,unknown,0,0.866,0,0
3291,maritime,GS-21,ais,unidentified,0,0.326,1,0
3292,maritime,GS-31,ais,friendly,1,0.43,0,0
3293,air,GS-23,radar,friendly,0,0.496,0,0
3294,maritime,GS-11,ais,friendly,0,0.753,0,0
3295,air,GS-22,gps,friendly,0,0.616,1,0
3296,air,GS-22,radar,friendly,0,0.523,0,0
3297,maritime,GS-21,ais,friendly,0,0.816,0,0
3298,air,GS-21,gps,friendly,0,0.552,0,1
3299,air,GS-21,radar,friendly,0,0.457,0,0
3300,air,GS-11,radar,hostile,0,0.655,0,0
3301,air,GS-12,gps,unknown,1,0.897,1,0
3302,air,GS-12,gps,unidentified,1,0.737,0,0
3303,maritime,GS-31,ais,unidentified,1,0.84,0,0
3304,air,GS-21,gps,unidentified,0,0.624,0,0
3305,air,GS-23,radar,friendly,1,0.562,1,0
3306,air,GS-22,gps,friendly,1,0.921,0,0
3307,maritime,GS-22,ais,friendly,0,0.597,1,0
3308,maritime,GS-21,sonar,friendly,0,0.616,1,0
3309,maritime,GS-23,ais,friendly,0,0.85,0,0
3310,air,GS-12,radar,hostile,1,0.386,0,0
3311,maritime,GS-22,ais,unidentified,0,0.914,0,0
3312,maritime,GS-11,ais,unidentified,1,0.915,0,0
3313,air,GS-21,radar,unidentified,0,0.529,0,0
3314,air,GS-12,radar,unidentified,1,0.679,0,0
3315,air,GS-32,radar,friendly,0,0.744,1,0
3316,air,GS-21,gps,unknown,1,0.829,0,0
3317,maritime,GS-31,sonar,friendly,0,0.807,1,0
3318,maritime,GS-11,ais,unidentified,1,0.856,0,0
3319,air,GS-12,gps,friendly,0,0.678,0,0
3320,air,GS-32,gps,unidentified,0,0.829,0,0
3321,air,GS-22,radar,hostile,0,0.742,0,0
3322,air,GS-31,radar,friendly,0,0.718,0,0
3323,air,GS-22,radar,unidentified,0,0.768,0,0
3324,maritime,GS-32,sonar,friendly,1,0.366,0,0
3325,air,GS-13,gps,friendly,0,0.907,1,0
3326,air,GS-22,radar,unidentified,0,0.469,0,0
3327,maritime,GS-23,ais,friendly,1,0.37,0,0
3328,air,GS-21,radar,unknown,1,0.941,1,0
3329,air,GS-32,gps,friendly,0,0.772,0,0
3330,maritime,GS-22,ais,unidentified,0,0.853,1,0
3331,maritime,GS-23,ais,friendly,0,0.779,0,0
3332,air,GS-21,radar,unknown,0,0.797,0,0
3333,maritime,GS-21,ais,unknown,0,0.914,0,0
3334,air,GS-13,gps,unidentified,0,0.582,1,0
3335,air,GS-23,gps,friendly,1,0.417,0,1
3336,air,GS-12,gps,friendly,1,0.766,0,1
3337,air,GS-21,radar,unidentified,0,0.922,1,0
3338,air,GS-13,gps,friendly,1,0.504,0,0
3339,maritime,GS-23,ais,hostile,1,0.979,0,0
3340,air,GS-32,radar,unidentified,0,0.727,0,0
3341,maritime,GS-23,ais,unknown,0,0.821,0,0
3342,maritime,GS-21,ais,unidentified,0,0.781,0,0
3343,maritime,GS-12,ais,friendly,0,0.848,0,0
3344,air,GS-23,gps,friendly,0,0.87,0,0
3345,air,GS-13,gps,friendly,0,0.791,0,0
3346,air,GS-22,gps,unknown,1,0.818,0,1
3347,air,GS-23,gps,friendly,0,0.976,0,0
3348,air,GS-21,gps,unknown,0,0.665,1,0
3349,air,GS-23,gps,friendly,0,0.983,0,0
3350,maritime,GS-32,ais,unknown,0,0.765,1,0
3351,air,GS-13,gps,hostile,1,0.593,0,0
3352,maritime,GS-13,ais,friendly,1,0.641,0,0
3353,maritime,GS-21,sonar,unknown,0,0.858,0,1
3354,air,GS-31,gps,friendly,0,0.551,0,1
3355,maritime,GS-31,ais,hostile,1,0.891,0,0
3356,air,GS-22,gps,hostile,0,0.698,1,0
3357,air,GS-31,radar,unidentified,0,0.669,0,0
3358,air,GS-32,gps,friendly,1,0.339,1,0
3359,maritime,GS-13,ais,hostile,0,0.86,1,0
3360,air,GS-13,gps,friendly,0,0.708,0,0
3361,air,GS-21,gps,unidentified,0,0.974,0,0
3362,air,GS-32,radar,unidentified,1,0.648,0,0
3363,air,GS-11,gps,friendly,0,0.543,0,0
3364,air,GS-13,gps,unknown,0,0.699,0,0
3365,air,GS-21,gps,friendly,0,0.528,0,0
3366,air,GS-13,gps,hostile,0,0.53,0,0
3367,air,GS-21,gps,friendly,1,0.53,1,0
3368,air,GS-13,radar,friendly,0,0.945,1,1
3369,maritime,GS-32,sonar,unidentified,0,0.797,0,0
3370,maritime,GS-21,ais,unidentified,0,0.386,0,0
3371,air,GS-12,radar,unknown,0,0.35,0,0
3372,maritime,GS-23,sonar,friendly,1,0.953,0,0
3373,maritime,GS-22,ais,friendly,1,0.638,0,1
3374,air,GS-23,gps,friendly,1,0.445,0,0
3375,maritime,GS-11,sonar,unknown,0,0.723,0,0
3376,air,GS-11,radar,hostile,0,0.672,0,0
3377,air,GS-23,gps,hostile,0,0.357,0,0
3378,maritime,GS-31,ais,friendly,0,0.501,0,0
3379,air,GS-11,gps,friendly,0,0.455,0,0
3380,maritime,GS-21,sonar,friendly,0,0.561,0,0
3381,air,GS-11,gps,unidentified,0,0.634,0,0
3382,air,GS-32,radar,unidentified,0,0.317,0,0
3383,air,GS-13,gps,unknown,1,0.412,1,0
3384,maritime,GS-13,sonar,friendly,0,0.589,0,0
3385,maritime,GS-13,sonar,hostile,0,0.567,0,0
3386,air,GS-13,gps,unidentified,0,0.736,0,0
3387,maritime,GS-13,sonar,unidentified,0,0.894,1,0
3388,air,GS-11,radar,unknown,0,0.919,0,0
3389,air,GS-21,gps,unknown,0,0.544,0,0
3390,maritime,GS-21,sonar,friendly,1,0.529,1,0
3391,maritime,GS-13,ais,unidentified,0,0.727,0,0
3392,air,GS-12,gps,unidentified,0,0.552,0,0
3393,air,GS-32,gps,friendly,0,0.482,0,0
3394,maritime,GS-13,sonar,hostile,0,0.675,0,0
3395,air,GS-31,radar,unidentified,0,0.944,0,0
3396,maritime,GS-11,sonar,friendly,1,0.305,0,0
3397,air,GS-32,radar,unidentified,1,0.787,0,0
3398,air,GS-31,radar,friendly,0,0.401,0,0
3399,air,GS-13,gps,unknown,0,0.905,0,0
3400,maritime,GS-13,sonar,friendly,0,0.935,0,0
3401,air,GS-12,gps,friendly,0,0.396,0,0
3402,air,GS-31,gps,unknown,0,0.784,0,1
3403,air,GS-12,radar,friendly,1,0.645,0,0
3404,air,GS-32,radar,friendly,1,0.745,0,0
3405,air,GS-32,radar,friendly,1,0.342,0,0
3406,maritime,GS-13,ais,friendly,0,0.362,0,0
3407,air,GS-21,gps,friendly,0,0.386,1,0
3408,air,GS-13,radar,friendly,0,0.827,0,0
3409,air,GS-32,radar,friendly,1,0.45,0,0
3410,air,GS-31,radar,friendly,0,0.739,0,0
3411,air,GS-32,gps,friendly,1,0.776,0,0
3412,air,GS-21,gps,hostile,0,0.893,0,0
3413,air,GS-32,gps,unidentified,0,0.655,0,0
3414,air,GS-22,gps,friendly,0,0.659,0,1
3415,air,GS-11,gps,friendly,0,0.398,0,0
3416,maritime,GS-13,ais,unidentified,1,0.475,0,0
3417,air,GS-22,radar,hostile,1,0.621,0,0
3418,air,GS-11,radar,friendly,1,0.691,0,0
3419,maritime,GS-22,ais,unidentified,1,0.364,0,0
3420,air,GS-13,radar,friendly,1,0.726,0,0
3421,maritime,GS-13,sonar,friendly,1,0.672,0,0
3422,maritime,GS-22,ais,hostile,0,0.98,0,0
3423,air,GS-13,gps,friendly,0,0.472,0,1
3424,air,GS-21,radar,unknown,1,0.951,0,1
3425,maritime,GS-32,ais,unidentified,0,0.905,0,0
3426,air,GS-13,gps,friendly,0,0.926,1,0
3427,maritime,GS-13,sonar,unknown,0,0.423,0,0
3428,maritime,GS-21,ais,unknown,0,0.422,0,0
3429,maritime,GS-32,ais,friendly,1,0.564,0,0
3430,air,GS-13,radar,friendly,0,0.813,0,0
3431,air,GS-32,gps,hostile,0,0.826,0,0
3432,air,GS-31,radar,unknown,0,0.706,0,0
3433,maritime,GS-22,ais,friendly,0,0.942,0,0
3434,maritime,GS-13,ais,friendly,0,0.9,0,0
3435,air,GS-21,radar,unknown,0,0.464,0,0
3436,air,GS-22,radar,friendly,0,0.953,1,0
3437,air,GS-22,radar,friendly,0,0.305,1,0
3438,maritime,GS-13,sonar,unknown,0,0.569,0,0
3439,maritime,GS-12,ais,friendly,1,0.665,0,0
3440,air,GS-11,radar,friendly,1,0.65,0,0
3441,air,GS-22,radar,friendly,0,0.587,0,0
3442,air,GS-12,gps,unidentified,0,0.692,0,0
3443,air,GS-22,gps,hostile,0,0.845,0,0
3444,air,GS-23,gps,unknown,1,0.479,0,0
3445,air,GS-12,radar,friendly,0,0.656,1,0
3446,maritime,GS-12,ais,hostile,0,0.712,0,0
3447,air,GS-23,gps,unidentified,0,0.909,0,0
3448,air,GS-11,gps,hostile,0,0.973,0,0
3449,air,GS-21,gps,friendly,0,0.437,1,0
3450,air,GS-22,gps,unknown,0,0.848,0,1
3451,maritime,GS-13,sonar,unknown,1,0.753,0,0
3452,air,GS-31,radar,unidentified,0,0.644,0,0
3453,air,GS-11,gps,unknown,0,0.474,0,0
3454,maritime,GS-21,sonar,unidentified,0,0.537,0,0
3455,maritime,GS-13,sonar,unidentified,0,0.851,0,1
3456,air,GS-32,gps,unidentified,1,0.788,0,0
3457,air,GS-11,gps,unknown,0,0.486,1,0
3458,air,GS-23,gps,friendly,1,0.592,0,0
3459,maritime,GS-21,sonar,unknown,0,0.732,0,0
3460,air,GS-13,gps,hostile,0,0.507,0,0
3461,air,GS-11,gps,unknown,1,0.778,0,0
3462,maritime,GS-32,sonar,hostile,0,0.98,0,0
3463,air,GS-22,radar,friendly,1,0.615,0,0
3464,air,GS-13,radar,unknown,0,0.344,0,0
3465,maritime,GS-32,ais,unknown,0,0.804,0,0
3466,air,GS-11,radar,unknown,0,0.928,0,0
3467,air,GS-32,gps,friendly,0,0.817,1,0
3468,maritime,GS-32,ais,friendly,0,0.684,0,0
3469,air,GS-21,radar,unidentified,0,0.889,0,0
3470,air,GS-21,gps,friendly,0,0.949,1,0
3471,air,GS-23,gps,unknown,0,0.324,0,0
3472,air,GS-13,radar,friendly,0,0.622,0,0
3473,air,GS-22,gps,unknown,0,0.984,0,0
3474,air,GS-32,gps,unidentified,0,0.354,0,0
3475,air,GS-31,gps,friendly,0,0.842,0,0
3476,air,GS-31,radar,unidentified,0,0.663,0,0
3477,air,GS-21,radar,friendly,1,0.646,0,0
3478,air,GS-23,radar,hostile,0,0.94,0,0
3479,maritime,GS-21,ais,friendly,0,0.972,0,0
3480,air,GS-31,radar,unknown,0,0.341,0,0
3481,air,GS-11,radar,friendly,0,0.869,0,0
3482,maritime,GS-13,sonar,unidentified,1,0.682,0,0
3483,maritime,GS-23,sonar,unknown,0,0.623,0,0
3484,maritime,GS-31,sonar,friendly,0,0.32,0,0
3485,air,GS-21,gps,unknown,1,0.449,0,0
3486,maritime,GS-13,ais,friendly,0,0.379,0,0
3487,air,GS-21,gps,unidentified,0,0.594,0,0
3488,air,GS-23,gps,unknown,0,0.812,1,0
3489,air,GS-11,radar,friendly,0,0.334,0,0
3490,air,GS-22,gps,hostile,1,0.408,0,0
3491,air,GS-21,radar,unidentified,0,0.654,0,0
3492,maritime,GS-23,sonar,friendly,0,0.654,0,1
3493,air,GS-12,radar,friendly,1,0.741,0,0
3494,air,GS-31,gps,friendly,0,0.801,0,0
3495,maritime,GS-23,ais,friendly,0,0.663,0,0
3496,air,GS-32,gps,unidentified,1,0.737,0,0
3497,air,GS-32,radar,unidentified,1,0.363,0,0
3498,air,GS-13,gps,unidentified,1,0.849,0,0
3499,air,GS-12,radar,unidentified,0,0.523,0,0
3500,air,GS-23,radar,friendly,0,0.808,0,0
3501,maritime,GS-11,ais,friendly,0,0.653,0,0
3502,air,GS-23,radar,hostile,0,0.563,0,0
3503,maritime,GS-21,ais,hostile,0,0.318,0,1
3504,air,GS-21,radar,friendly,1,0.843,0,0
3505,air,GS-11,radar,friendly,0,0.387,0,0
3506,maritime,GS-13,sonar,friendly,0,0.644,0,0
3507,air,GS-32,gps,friendly,0,0.644,0,0
3508,air,GS-31,gps,friendly,0,0.909,0,0
3509,maritime,GS-11,ais,friendly,0,0.78,1,0
3510,air,GS-13,gps,friendly,1,0.333,0,0
3511,air,GS-23,radar,friendly,0,0.76,0,0
3512,air,GS-11,radar,hostile,0,0.39,0,0
3513,air,GS-11,radar,unidentified,0,0.682,0,0
3514,air,GS-11,gps,unidentified,0,0.928,0,0
3515,air,GS-11,radar,unknown,1,0.598,0,0
3516,air,GS-11,radar,unidentified,0,0.306,0,0
3517,air,GS-21,radar,unidentified,0,0.838,0,0
3518,maritime,GS-22,sonar,unidentified,0,0.867,1,0
3519,air,GS-12,radar,unidentified,0,0.742,0,0
3520,air,GS-32,radar,hostile,0,0.368,0,0
3521,air,GS-12,radar,friendly,1,0.655,0,0
3522,air,GS-32,gps,unidentified,1,0.692,0,0
3523,maritime,GS-21,ais,unidentified,1,0.573,1,1
3524,maritime,GS-12,ais,friendly,0,0.789,1,0
3525,maritime,GS-12,sonar,hostile,1,0.84,0,0
3526,air,GS-12,radar,unknown,0,0.956,0,0
3527,air,GS-32,radar,friendly,0,0.911,0,0
3528,maritime,GS-31,ais,unknown,0,0.379,1,0
3529,air,GS-32,gps,friendly,0,0.677,0,0
3530,air,GS-11,radar,unidentified,1,0.345,0,1
3531,air,GS-32,gps,friendly,0,0.718,0,0
3532,air,GS-22,radar,unidentified,1,0.321,0,0
3533,maritime,GS-32,sonar,unknown,0,0.663,0,0
3534,maritime,GS-22,sonar,friendly,0,0.635,0,0
3535,maritime,GS-11,ais,unknown,0,0.39,0,0
3536,maritime,GS-23,ais,friendly,1,0.816,0,0
3537,maritime,GS-21,ais,friendly,0,0.846,0,0
3538,maritime,GS-23,sonar,unknown,0,0.862,1,1
3539,maritime,GS-22,ais,friendly,1,0.566,0,0
3540,air,GS-23,radar,unknown,1,0.375,0,0
3541,air,GS-13,gps,unidentified,1,0.699,0,0
3542,maritime,GS-21,sonar,friendly,1,0.904,1,0
3543,air,GS-31,radar,friendly,1,0.431,0,0
3544,air,GS-32,radar,friendly,0,0.431,0,0
3545,maritime,GS-31,sonar,unknown,0,0.925,0,0
3546,air,GS-13,gps,hostile,0,0.553,0,0
3547,maritime,GS-32,ais,unknown,0,0.819,0,0
3548,air,GS-31,radar,friendly,1,0.806,0,0
3549,air,GS-23,gps,friendly,0,0.889,0,1
3550,air,GS-32,gps,friendly,0,0.79,0,0
3551,air,GS-23,gps,friendly,0,0.775,0,0
3552,maritime,GS-22,ais,friendly,0,0.713,0,0
3553,air,GS-13,gps,unknown,0,0.689,0,0
3554,air,GS-22,gps,unidentified,1,0.92,0,0
3555,maritime,GS-22,sonar,friendly,1,0.617,1,0
3556,air,GS-21,gps,hostile,0,0.539,0,0
3557,air,GS-22,radar,friendly,0,0.461,0,0
3558,maritime,GS-23,ais,unknown,0,0.933,0,0
3559,air,GS-11,gps,friendly,0,0.343,0,0
3560,air,GS-21,radar,friendly,0,0.606,0,1
3561,maritime,GS-32,ais,hostile,0,0.654,0,0
3562,air,GS-11,gps,friendly,0,0.924,0,0
3563,air,GS-32,radar,friendly,1,0.37,0,0
3564,air,GS-11,gps,unidentified,0,0.498,0,0
3565,air,GS-32,radar,friendly,1,0.308,0,0
3566,air,GS-31,gps,friendly,0,0.936,0,0
3567,maritime,GS-22,sonar,hostile,0,0.866,0,0
3568,air,GS-11,gps,unidentified,1,0.986,1,0
3569,maritime,GS-31,sonar,friendly,0,0.338,0,0
3570,maritime,GS-12,ais,unidentified,0,0.748,0,0
3571,air,GS-11,radar,unknown,1,0.911,1,1
3572,maritime,GS-22,ais,friendly,0,0.788,0,0
3573,maritime,GS-21,ais,friendly,0,0.725,1,0
3574,air,GS-23,gps,unknown,1,0.927,0,1
3575,maritime,GS-31,ais,unidentified,0,0.969,0,0
3576,maritime,GS-12,ais,friendly,0,0.739,0,0
3577,air,GS-23,radar,unidentified,1,0.724,1,0
3578,air,GS-31,radar,friendly,1,0.336,0,0
3579,air,GS-23,gps,friendly,0,0.695,0,0
3580,air,GS-31,gps,friendly,1,0.787,0,1
3581,maritime,GS-32,ais,unidentified,1,0.489,0,0
3582,air,GS-12,radar,friendly,1,0.622,0,0
3583,air,GS-11,radar,friendly,0,0.854,0,0
3584,air,GS-12,radar,unknown,1,0.754,0,0
3585,air,GS-13,radar,hostile,0,0.76,0,0
3586,air,GS-12,gps,unidentified,0,0.467,0,0
3587,air,GS-22,radar,friendly,1,0.719,0,0
3588,maritime,GS-32,ais,unidentified,1,0.302,0,0
3589,air,GS-32,gps,unidentified,0,0.7,1,0
3590,air,GS-12,gps,unidentified,0,0.849,0,0
3591,air,GS-21,gps,unidentified,0,0.749,0,0
3592,air,GS-12,radar,friendly,0,0.59,0,1
3593,air,GS-21,gps,unidentified,1,0.884,0,0
