exchange_id,schema_version,component_id,mandatory_fields_present,field_in_range,requested_capacity,available_capacity,device_state_from,device_state_to,init_health_passed,request_priority,active_allocation_priority,preemption_performed,ack_latency_ms,ack_latency_limit_ms
1460,v3,RRM-4,1,1,63,82,IDLE,INIT,1,4,2,1,164,250
1461,v1,RRM-4,1,1,0,77,INIT,ACTIVE,1,4,4,0,250,250
1462,v2,RRM-1,1,0,0,86,IDLE,INIT,1,3,5,1,233,250
1463,v9,RRM-2,1,1,95,98,IDLE,INIT,1,3,2,1,98,250
1464,v2,RRM-3,1,1,19,71,INIT,ACTIVE,0,1,5,0,218,250
1465,v1,RRM-1,1,1,39,68,INIT,ACTIVE,0,1,4,1,100,250
1466,v3,RRM-4,1,0,54,57,ACTIVE,IDLE,0,1,2,0,216,250
1467,v1,RRM-3,1,0,33,91,ACTIVE,IDLE,1,2,5,1,62,250
1468,v3,RRM-4,1,1,36,74,INIT,ACTIVE,1,4,2,1,43,250
1469,v3,RRM-4,1,1,34,80,IDLE,INIT,1,2,1,1,36,250
1470,v3,RRM-2,1,1,63,100,ACTIVE,IDLE,1,5,3,0,92,250
1471,v3,RRM-3,1,0,5,72,IDLE,INIT,0,2,5,1,235,250
1472,v3,RRM-1,1,0,86,95,ACTIVE,IDLE,0,4,4,1,226,250
1473,v3,RRM-2,1,1,74,83,ACTIVE,IDLE,1,3,2,0,116,250
1474,v2,RRM-2,1,1,23,29,INIT,ACTIVE,1,5,1,1,208,250
1475,v0,RRM-2,1,1,46,82,INIT,ACTIVE,1,2,5,1,186,250
1476,v3,RRM-3,1,1,40,45,ACTIVE,IDLE,1,1,3,0,24,250
1477,v1,RRM-4,1,1,19,38,IDLE,INIT,0,2,1,1,11,250
1478,v1,RRM-4,1,1,39,46,ACTIVE,IDLE,1,4,2,0,7,250
1479,v1,RRM-3,1,1,55,75,ACTIVE,IDLE,1,3,2,0,249,250
1480,v1,RRM-4,1,1,6,63,ACTIVE,IDLE,1,4,1,1,6,250
1481,v1,RRM-1,1,1,47,53,INIT,ACTIVE,1,1,2,0,42,250
1482,v2,RRM-3,1,1,8,42,INIT,ACTIVE,1,3,2,1,49,250
1483,v1,UNREG-9,1,1,13,52,ACTIVE,IDLE,1,1,1,0,234,250
1484,v3,RRM-3,1,1,6,21,INIT,ACTIVE,1,3,5,1,172,250
1485,v2,RRM-4,1,1,67,95,INIT,ACTIVE,0,2,1,1,198,250
1486,v3,RRM-1,1,1,55,63,INIT,ACTIVE,1,4,3,1,142,250
1487,v2,RRM-1,1,1,18,56,INIT,ACTIVE,1,3,3,1,191,250
1488,v3,RRM-3,1,1,74,78,IDLE,INIT,0,2,4,0,404,250
1489,v3,RRM-3,1,1,44,85,INIT,ACTIVE,0,5,1,1,159,250
1490,v1,RRM-2,1,1,5,98,IDLE,INIT,1,5,5,1,175,250
1491,v2,RRM-4,1,1,32,45,ACTIVE,IDLE,1,2,1,1,274,250
1492,v2,RRM-3,0,1,29,29,ACTIVE,IDLE,0,3,1,1,219,250
1493,v1,RRM-1,1,1,11,38,INIT,INIT,1,4,2,1,45,250
1494,v3,RRM-3,1,1,43,70,IDLE,INIT,0,4,4,1,14,250
1495,v1,RRM-4,1,0,6,26,IDLE,INIT,1,5,2,1,112,250
1496,v1,RRM-4,1,1,8,25,IDLE,INIT,0,5,1,1,197,250
1497,v2,RRM-4,1,1,33,78,ACTIVE,IDLE,1,5,4,1,165,250
1498,v1,RRM-3,1,1,60,73,INIT,ACTIVE,1,5,1,1,400,250
1499,v1,RRM-3,1,1,11,35,IDLE,INIT,0,2,5,1,92,250
1500,v3,RRM-1,0,1,20,25,INIT,ACTIVE,1,4,2,1,36,250
1501,v3,RRM-3,1,1,69,70,INIT,ACTIVE,0,2,2,1,242,250
1502,v1,RRM-4,1,1,15,27,IDLE,INIT,1,5,1,1,191,250
1503,v2,RRM-3,1,1,35,85,ACTIVE,IDLE,1,5,5,0,168,250
1504,v1,RRM-1,1,1,12,35,INIT,ACTIVE,1,2,5,0,207,250
1505,v0,RRM-4,1,1,59,85,IDLE,INIT,1,1,1,0,152,250
1506,v3,RRM-0,1,1,15,86,INIT,ACTIVE,1,5,3,1,171,250
1507,v2,RRM-4,1,1,41,62,ACTIVE,IDLE,0,5,5,0,234,250
1508,v1,RRM-1,1,1,26,27,INIT,ACTIVE,0,1,1,1,72,250
1509,v1,RRM-2,1,1,20,36,ACTIVE,IDLE,1,4,2,0,32,250
1510,v1,RRM-4,1,1,30,44,IDLE,INIT,0,5,4,1,401,250
1511,v3,RRM-2,1,1,24,71,INIT,IDLE,1,4,1,1,56,250
1512,v2,UNREG-9,1,1,16,35,ACTIVE,IDLE,0,5,3,1,167,250
1513,v2,RRM-1,1,1,58,60,IDLE,INIT,0,1,1,0,195,250
1514,v3,RRM-4,1,1,39,69,ACTIVE,IDLE,0,4,1,1,218,250
1515,v3,RRM-4,1,0,56,63,IDLE,INIT,0,4,3,1,58,250
1516,v3,RRM-4,1,1,59,90,ACTIVE,IDLE,1,3,3,1,88,250
1517,v3,RRM-4,1,1,67,69,IDLE,ACTIVE,1,1,3,0,195,250
1518,v3,RRM-4,1,1,0,64,ACTIVE,IDLE,1,4,2,0,43,250
1519,v1,RRM-4,1,1,53,35,IDLE,INIT,0,2,1,1,32,250
1520,v3,RRM-2,1,1,16,93,ACTIVE,IDLE,0,4,4,1,218,250
1521,v1,RRM-1,1,1,70,79,INIT,ACTIVE,1,1,5,0,54,250
1522,v1,RRM-1,1,1,28,41,ACTIVE,IDLE,1,4,3,0,42,250
1523,v1,RRM-1,1,0,18,91,IDLE,INIT,1,3,4,0,240,250
1524,v1,RRM-3,0,1,10,64,INIT,ACTIVE,1,3,4,0,196,250
1525,v1,RRM-0,1,1,59,97,INIT,ACTIVE,1,5,5,0,44,250
1526,v1,RRM-1,1,1,16,32,ACTIVE,IDLE,0,5,4,1,43,250
1527,v1,RRM-4,1,1,17,45,INIT,ACTIVE,1,1,4,0,169,250
1528,v3,RRM-3,1,1,20,48,ACTIVE,IDLE,1,4,3,0,5,250
1529,v3,RRM-1,1,0,45,56,IDLE,INIT,0,1,2,0,70,250
1530,v3,RRM-2,1,1,25,96,ACTIVE,IDLE,1,4,3,0,70,250
1531,v9,RRM-2,1,1,65,98,ACTIVE,IDLE,1,1,4,0,102,250
1532,v1,RRM-2,1,1,63,24,INIT,ACTIVE,1,1,5,1,219,250
1533,v2,RRM-1,1,1,79,82,ACTIVE,IDLE,0,5,1,1,205,250
1534,v3,RRM-2,1,1,6,24,INIT,INIT,1,1,1,0,224,250
1535,v0,RRM-4,1,1,86,91,ACTIVE,IDLE,0,2,5,0,198,250
1536,v3,RRM-4,1,1,24,29,INIT,ACTIVE,1,2,1,1,227,250
1537,v2,RRM-0,1,1,13,38,ACTIVE,IDLE,0,2,4,0,99,250
1538,v1,RRM-3,1,1,18,54,ACTIVE,IDLE,1,5,2,0,188,250
1539,v9,RRM-3,1,1,24,36,INIT,ACTIVE,1,5,3,1,129,250
1540,v2,RRM-2,1,1,18,34,INIT,ACTIVE,1,3,5,0,379,250
1541,v2,RRM-4,1,1,5,68,INIT,ACTIVE,1,1,2,0,249,250
1542,v1,RRM-4,1,1,8,22,IDLE,INIT,0,5,5,1,56,250
1543,v2,RRM-1,0,1,56,69,ACTIVE,IDLE,1,2,1,1,112,250
1544,v2,RRM-1,1,1,3,74,INIT,ACTIVE,0,1,3,0,230,250
1545,v3,RRM-2,1,1,52,71,ACTIVE,IDLE,0,5,2,1,456,250
1546,v3,RRM-3,1,1,39,62,IDLE,INIT,1,3,1,1,131,250
1547,v2,RRM-3,1,1,4,62,IDLE,INIT,0,4,4,1,216,250
1548,v3,RRM-4,1,1,29,54,ACTIVE,IDLE,1,1,2,0,97,250
1549,v3,RRM-2,1,1,67,48,IDLE,INIT,1,5,3,1,118,250
1550,v3,RRM-2,1,1,49,96,ACTIVE,IDLE,1,4,3,1,74,250
1551,v3,RRM-3,1,1,2,25,INIT,ACTIVE,0,1,3,1,43,250
1552,v3,RRM-2,1,1,10,71,IDLE,INIT,1,2,5,0,122,250
1553,v1,RRM-2,1,1,19,84,INIT,ACTIVE,1,3,4,1,105,250
1554,v3,RRM-1,1,1,71,97,INIT,ACTIVE,0,1,2,0,94,250
1555,v1,RRM-4,1,1,43,59,IDLE,INIT,0,2,5,0,109,250
1556,v1,RRM-2,1,1,31,45,INIT,ACTIVE,1,2,1,1,146,250
1557,v2,RRM-2,1,1,59,88,IDLE,INIT,0,1,3,0,74,250
1558,v3,RRM-3,0,1,18,46,ACTIVE,IDLE,0,4,1,1,124,250
1559,v0,RRM-1,1,1,23,71,INIT,ACTIVE,1,2,1,1,84,250
1560,v1,RRM-3,0,1,0,28,ACTIVE,IDLE,1,1,3,0,103,250
1561,v2,RRM-2,1,1,25,82,ACTIVE,IDLE,0,2,4,0,98,250
1562,v1,RRM-3,1,1,38,70,IDLE,INIT,1,3,1,1,238,250
1563,v2,RRM-1,1,1,5,74,IDLE,INIT,0,2,5,0,40,250
1564,v3,RRM-2,1,1,29,76,IDLE,INIT,0,5,3,1,67,250
1565,v2,RRM-1,1,1,29,37,INIT,ACTIVE,1,4,5,0,11,250
1566,v1,RRM-1,1,1,62,65,ACTIVE,IDLE,0,1,3,0,13,250
1567,v1,RRM-3,1,1,9,30,ACTIVE,IDLE,1,5,3,1,63,250
1568,v3,RRM-3,1,1,46,68,INIT,ACTIVE,1,3,3,0,130,250
1569,v2,RRM-4,1,1,76,97,IDLE,INIT,1,2,2,0,212,250
1570,v3,RRM-4,1,1,45,74,IDLE,INIT,1,4,2,1,77,250
1571,v2,RRM-2,0,1,17,40,IDLE,INIT,1,5,2,1,31,250
1572,v2,RRM-4,1,1,36,31,INIT,ACTIVE,1,2,1,1,177,250
1573,v2,RRM-1,1,1,5,22,INIT,ACTIVE,0,5,4,1,209,250
1574,v3,RRM-3,1,1,76,56,ACTIVE,IDLE,0,4,5,0,57,250
1575,v1,RRM-0,1,1,45,76,INIT,ACTIVE,1,3,1,1,16,250
1576,v2,RRM-4,0,1,3,87,INIT,ACTIVE,1,4,1,1,98,250
1577,v1,RRM-4,1,1,32,56,IDLE,INIT,0,5,5,1,248,250
1578,v1,RRM-2,0,1,44,44,ACTIVE,IDLE,1,4,2,1,93,250
1579,v1,RRM-2,1,1,60,50,INIT,ACTIVE,1,1,1,0,42,250
1580,v2,RRM-2,1,1,38,50,ACTIVE,IDLE,1,5,4,0,207,250
1581,v3,RRM-1,1,1,12,33,INIT,ACTIVE,1,4,3,1,211,250
1582,v1,RRM-4,1,0,47,97,ACTIVE,IDLE,1,2,4,1,32,250
1583,v2,RRM-3,1,1,45,88,INIT,ACTIVE,1,2,3,1,154,250
1584,v3,RRM-1,1,1,30,73,INIT,ACTIVE,0,1,3,1,249,250
1585,v2,RRM-2,1,1,48,33,INIT,ACTIVE,1,5,5,0,132,250
1586,v1,RRM-1,1,1,64,96,INIT,ACTIVE,0,1,1,1,91,250
1587,v2,RRM-2,1,0,12,39,IDLE,INIT,1,1,5,1,89,250
1588,v1,RRM-2,1,1,55,91,ACTIVE,IDLE,0,3,1,1,217,250
1589,v2,RRM-1,1,0,6,43,IDLE,INIT,0,4,1,1,85,250
1590,v1,RRM-2,1,1,62,88,INIT,ACTIVE,1,3,2,1,124,250
1591,v9,RRM-4,1,1,32,51,IDLE,INIT,1,3,5,1,136,250
1592,v2,RRM-3,1,1,28,30,ACTIVE,IDLE,1,1,5,0,221,250
1593,v9,RRM-1,1,1,44,56,INIT,ACTIVE,1,4,4,1,24,250
1594,v2,RRM-4,1,1,31,52,INIT,ACTIVE,1,2,4,0,53,250
1595,v1,RRM-3,1,1,4,31,ACTIVE,IDLE,1,4,3,0,118,250
1596,v2,RRM-2,1,1,50,33,ACTIVE,IDLE,0,2,2,0,139,250
1597,v2,RRM-2,1,1,40,74,INIT,IDLE,1,2,2,1,18,250
1598,v3,RRM-2,1,1,39,78,INIT,ACTIVE,1,3,5,1,350,250
1599,v3,RRM-4,1,1,46,86,IDLE,INIT,0,4,3,1,78,250
1600,v2,RRM-4,1,1,13,87,INIT,ACTIVE,0,2,5,1,96,250
1601,v2,RRM-0,1,1,30,30,IDLE,INIT,0,4,1,1,74,250
1602,v1,RRM-1,1,1,14,26,ACTIVE,IDLE,1,3,2,0,7,250
1603,v1,RRM-2,1,1,59,47,IDLE,INIT,0,3,2,1,71,250
1604,v1,RRM-4,1,1,24,61,IDLE,IDLE,1,2,2,0,32,250
1605,v9,RRM-1,1,1,6,20,IDLE,INIT,1,5,1,1,104,250
1606,v3,RRM-4,1,1,53,77,IDLE,INIT,0,1,1,0,108,250
1607,v2,RRM-3,1,1,32,82,INIT,ACTIVE,1,4,4,1,70,250
1608,v2,RRM-1,1,1,3,81,ACTIVE,IDLE,1,5,2,1,230,250
1609,v3,RRM-2,1,1,2,94,INIT,ACTIVE,1,1,5,1,364,250
1610,v1,RRM-0,1,1,14,26,INIT,ACTIVE,1,2,5,0,90,250
1611,v3,RRM-3,1,1,17,28,ACTIVE,IDLE,1,4,3,1,376,250
1612,v2,RRM-2,1,1,8,32,INIT,ACTIVE,0,5,2,1,180,250
1613,v0,RRM-1,1,1,21,34,ACTIVE,IDLE,1,2,5,1,123,250
1614,v2,RRM-2,1,1,9,25,ACTIVE,IDLE,0,2,3,0,59,250
1615,v2,RRM-3,1,1,58,98,IDLE,INIT,0,2,1,1,324,250
1616,v1,RRM-3,0,1,8,43,ACTIVE,IDLE,1,1,1,1,188,250
1617,v0,RRM-4,1,1,66,86,ACTIVE,IDLE,0,2,3,0,247,250
1618,v3,RRM-2,1,1,29,24,ACTIVE,IDLE,0,3,2,1,117,250
1619,v3,RRM-2,1,1,23,24,INIT,ACTIVE,0,3,3,1,220,250
1620,v2,RRM-4,1,1,2,70,ACTIVE,ACTIVE,1,1,1,1,79,250
1621,v2,RRM-0,1,1,25,39,INIT,ACTIVE,1,3,5,0,203,250
1622,v2,RRM-3,1,1,2,70,ACTIVE,IDLE,1,2,4,0,353,250
1623,v3,RRM-1,1,1,43,73,INIT,INIT,1,3,3,1,180,250
1624,v2,RRM-3,1,1,23,28,IDLE,INIT,0,5,4,1,331,250
1625,v2,RRM-0,1,1,59,84,INIT,ACTIVE,1,1,3,0,214,250
1626,v2,RRM-2,1,1,36,54,INIT,ACTIVE,0,1,5,1,38,250
1627,v2,RRM-4,1,1,16,24,IDLE,INIT,0,5,1,1,224,250
1628,v1,RRM-3,1,1,13,71,IDLE,INIT,0,2,1,1,181,250
1629,v2,RRM-2,1,1,28,28,INIT,ACTIVE,0,3,5,0,157,250
1630,v3,RRM-2,1,1,44,84,INIT,ACTIVE,1,2,5,0,143,250
1631,v2,RRM-3,1,1,40,55,ACTIVE,IDLE,0,4,2,1,457,250
1632,v1,RRM-1,1,1,29,48,INIT,ACTIVE,1,4,1,1,116,250
1633,v1,RRM-2,1,1,46,71,ACTIVE,IDLE,1,5,4,0,216,250
1634,v2,RRM-2,1,1,34,34,INIT,ACTIVE,1,4,5,0,66,250
1635,v3,RRM-3,1,1,21,60,INIT,ACTIVE,0,1,1,1,102,250
1636,v2,RRM-4,1,1,49,55,INIT,ACTIVE,1,2,2,0,233,250
1637,v3,RRM-1,1,1,90,54,ACTIVE,IDLE,0,2,4,1,203,250
1638,v3,RRM-3,1,1,50,57,INIT,ACTIVE,0,3,5,1,88,250
1639,v1,RRM-4,1,1,53,98,ACTIVE,IDLE,1,4,5,1,174,250
1640,v1,RRM-1,0,1,20,20,INIT,ACTIVE,1,5,2,1,80,250
1641,v3,RRM-3,1,1,9,47,IDLE,INIT,0,1,3,0,163,250
1642,v1,RRM-2,1,1,11,21,INIT,ACTIVE,1,4,1,1,32,250
1643,v2,RRM-2,1,1,43,73,IDLE,INIT,0,5,5,1,294,250
1644,v3,RRM-4,1,1,37,61,ACTIVE,IDLE,1,5,2,0,180,250
1645,v3,RRM-4,1,1,2,28,INIT,ACTIVE,1,4,3,1,160,250
1646,v3,RRM-3,0,1,20,89,INIT,ACTIVE,1,2,5,0,130,250
1647,v1,RRM-1,1,1,53,60,INIT,ACTIVE,1,3,1,1,358,250
1648,v1,RRM-2,1,1,5,21,IDLE,INIT,1,3,2,1,215,250
1649,v1,RRM-2,0,1,8,23,IDLE,INIT,0,3,3,1,188,250
1650,v1,RRM-4,1,1,39,21,INIT,ACTIVE,1,1,5,0,217,250
1651,v2,RRM-1,1,1,42,65,IDLE,INIT,0,3,2,1,166,250
1652,v9,RRM-1,1,1,18,87,IDLE,INIT,0,1,3,0,162,250
1653,v3,RRM-4,1,1,28,55,INIT,ACTIVE,1,5,3,1,117,250
1654,v2,RRM-1,1,1,57,61,ACTIVE,IDLE,0,5,4,1,10,250
1655,v3,RRM-4,0,1,58,60,IDLE,INIT,1,4,5,0,172,250
1656,v2,RRM-4,1,1,69,71,INIT,ACTIVE,0,1,3,0,94,250
1657,v3,RRM-1,0,1,39,54,INIT,ACTIVE,1,3,2,1,49,250
1658,v3,RRM-4,1,1,0,97,INIT,ACTIVE,1,4,4,1,124,250
1659,v2,RRM-2,1,1,9,38,ACTIVE,IDLE,1,5,3,0,245,250
1660,v3,RRM-1,1,1,8,61,ACTIVE,IDLE,0,5,3,1,95,250
1661,v3,RRM-4,1,1,23,88,INIT,ACTIVE,0,3,3,1,68,250
1662,v1,RRM-1,1,1,13,26,IDLE,INIT,0,3,1,1,469,250
1663,v3,RRM-4,1,1,29,27,ACTIVE,IDLE,1,3,4,0,91,250
1664,v2,RRM-4,1,1,28,32,ACTIVE,IDLE,1,3,2,1,51,250
1665,v1,RRM-4,1,1,71,90,INIT,ACTIVE,1,3,3,0,81,250
1666,v3,RRM-1,1,1,43,83,ACTIVE,IDLE,1,5,4,0,65,250
1667,v3,RRM-3,1,1,4,35,ACTIVE,IDLE,1,4,4,0,228,250
1668,v3,RRM-3,1,1,18,88,ACTIVE,IDLE,1,3,1,1,34,250
1669,v2,RRM-0,1,1,57,89,INIT,ACTIVE,1,1,5,1,8,250
1670,v2,RRM-4,1,1,10,22,ACTIVE,IDLE,1,3,5,1,52,250
1671,v2,RRM-4,0,1,45,46,IDLE,INIT,0,2,4,1,177,250
1672,v1,UNREG-9,1,1,64,81,INIT,ACTIVE,1,3,5,0,206,250
1673,v3,RRM-4,1,1,23,86,INIT,ACTIVE,1,2,2,0,240,250
1674,v2,RRM-2,1,1,81,91,ACTIVE,IDLE,1,1,4,1,42,250
1675,v3,RRM-1,1,1,3,64,INIT,ACTIVE,1,3,2,1,166,250
1676,v3,RRM-2,1,0,19,75,ACTIVE,IDLE,1,2,4,1,90,250
1677,v3,RRM-4,1,1,7,64,ACTIVE,IDLE,1,5,4,0,197,250
1678,v1,RRM-3,1,0,4,66,ACTIVE,IDLE,1,1,5,0,11,250
1679,v1,RRM-4,0,1,27,42,ACTIVE,IDLE,1,2,2,1,138,250
1680,v3,RRM-4,1,0,3,24,INIT,ACTIVE,1,5,5,1,156,250
1681,v3,RRM-4,1,1,23,54,INIT,ACTIVE,1,3,3,1,201,250
1682,v2,UNREG-9,1,1,39,59,ACTIVE,IDLE,1,5,1,1,44,250
1683,v1,RRM-0,1,1,45,76,IDLE,INIT,1,5,5,0,31,250
1684,v3,RRM-3,1,1,79,85,IDLE,INIT,1,4,5,1,49,250
1685,v2,RRM-3,1,1,45,34,IDLE,INIT,1,3,1,1,85,250
1686,v1,RRM-2,0,1,35,50,INIT,ACTIVE,1,1,5,0,188,250
1687,v1,RRM-1,1,1,55,56,INIT,ACTIVE,1,4,2,1,93,250
1688,v2,RRM-2,1,1,65,81,IDLE,INIT,0,5,5,1,94,250
1689,v3,RRM-3,1,1,27,50,INIT,ACTIVE,0,5,4,1,114,250
1690,v3,RRM-4,0,1,48,96,INIT,ACTIVE,1,5,4,1,213,250
1691,v1,RRM-2,1,1,45,47,INIT,ACTIVE,1,1,4,1,220,250
1692,v2,RRM-2,1,0,1,85,INIT,ACTIVE,1,3,4,0,103,250
1693,v3,RRM-4,1,1,14,33,INIT,IDLE,1,4,3,1,82,250
1694,v2,UNREG-9,1,1,21,28,IDLE,INIT,0,3,4,1,80,250
1695,v2,RRM-3,1,1,5,39,ACTIVE,IDLE,1,2,4,0,430,250
1696,v2,RRM-2,0,1,28,28,IDLE,INIT,1,1,4,0,198,250
1697,v2,RRM-3,1,1,49,50,INIT,ACTIVE,0,4,5,1,225,250
1698,v1,RRM-1,1,1,52,68,IDLE,INIT,0,3,2,1,46,250
1699,v2,RRM-4,1,1,77,49,INIT,ACTIVE,1,5,3,1,120,250
1700,v2,RRM-1,1,1,1,43,ACTIVE,IDLE,0,5,2,1,57,250
1701,v1,RRM-3,1,1,26,27,ACTIVE,IDLE,0,3,1,1,485,250
1702,v1,RRM-4,1,1,79,86,ACTIVE,IDLE,1,4,1,0,22,250
1703,v1,UNREG-9,1,1,45,53,ACTIVE,IDLE,0,1,4,0,150,250
1704,v2,RRM-1,1,1,19,64,ACTIVE,IDLE,1,5,4,0,75,250
1705,v3,RRM-4,1,0,37,66,ACTIVE,IDLE,1,4,4,0,178,250
1706,v1,RRM-2,1,1,37,82,IDLE,INIT,1,2,4,0,410,250
1707,v1,UNREG-9,1,1,67,98,ACTIVE,IDLE,1,5,1,1,52,250
1708,v3,RRM-4,1,1,45,61,IDLE,INIT,0,3,4,0,241,250
1709,v1,RRM-3,1,1,52,98,IDLE,INIT,0,3,5,1,54,250
1710,v2,RRM-0,1,1,12,61,INIT,ACTIVE,1,1,3,0,87,250
1711,v3,RRM-4,1,1,10,94,IDLE,INIT,1,3,1,1,16,250
1712,v3,RRM-4,1,1,31,62,IDLE,INIT,0,2,2,1,120,250
1713,v1,RRM-4,1,1,69,90,IDLE,INIT,1,4,4,1,151,250
1714,v2,RRM-2,1,1,72,81,ACTIVE,IDLE,1,1,1,1,230,250
1715,v3,RRM-4,1,1,45,50,ACTIVE,IDLE,1,4,2,0,11,250
1716,v3,RRM-1,1,1,7,32,INIT,ACTIVE,1,2,1,1,216,250
1717,v2,RRM-4,1,1,50,36,ACTIVE,IDLE,1,1,2,1,12,250
1718,v9,RRM-4,1,1,74,89,INIT,ACTIVE,1,2,3,0,148,250
1719,v3,RRM-1,1,1,37,25,IDLE,INIT,0,4,4,0,20,250
1720,v3,RRM-3,1,1,59,58,IDLE,INIT,0,3,1,1,116,250
1721,v1,RRM-1,1,1,49,59,IDLE,IDLE,1,1,5,0,64,250
1722,v9,RRM-1,1,1,56,97,ACTIVE,IDLE,0,3,2,1,83,250
1723,v1,RRM-3,1,1,41,100,IDLE,INIT,1,1,4,0,176,250
1724,v0,RRM-2,1,1,9,30,IDLE,INIT,1,4,3,1,137,250
1725,v1,RRM-1,1,1,19,62,IDLE,INIT,1,1,2,1,167,250
1726,v1,RRM-1,1,1,40,95,ACTIVE,IDLE,0,2,3,1,26,250
1727,v1,UNREG-9,1,1,65,97,IDLE,INIT,1,4,5,1,117,250
1728,v2,RRM-2,1,1,41,53,IDLE,INIT,0,2,5,0,81,250
1729,v3,RRM-1,1,1,34,36,ACTIVE,IDLE,0,2,5,1,409,250
1730,v2,RRM-1,1,1,27,44,INIT,ACTIVE,0,2,1,1,134,250
1731,v1,RRM-4,1,1,5,28,IDLE,INIT,0,3,5,1,190,250
1732,v3,RRM-3,1,1,50,62,ACTIVE,IDLE,1,3,2,0,212,250
1733,v1,RRM-4,1,1,32,86,ACTIVE,IDLE,1,4,2,1,444,250
1734,v2,RRM-4,1,1,35,45,ACTIVE,IDLE,1,3,3,0,41,250
1735,v1,RRM-4,1,1,39,54,INIT,ACTIVE,1,3,2,1,36,250
1736,v3,RRM-1,1,1,8,34,IDLE,INIT,0,3,4,0,12,250
1737,v3,RRM-2,1,1,21,84,ACTIVE,IDLE,0,4,4,0,217,250
1738,v2,RRM-1,1,1,65,56,IDLE,INIT,1,4,5,1,128,250
1739,v2,RRM-1,1,1,54,63,INIT,ACTIVE,1,1,5,0,72,250
1740,v2,RRM-0,1,1,65,73,ACTIVE,IDLE,0,2,1,1,189,250
1741,v0,RRM-1,1,1,28,89,ACTIVE,IDLE,1,2,4,0,41,250
1742,v2,RRM-2,1,0,3,25,INIT,ACTIVE,1,1,1,1,82,250
1743,v2,RRM-1,1,1,44,98,IDLE,INIT,0,5,3,1,282,250
1744,v1,RRM-4,1,1,35,69,INIT,ACTIVE,1,3,1,1,169,250
1745,v1,RRM-1,1,1,27,33,ACTIVE,IDLE,0,2,3,1,141,250
1746,v2,RRM-0,1,1,26,70,IDLE,INIT,0,1,3,0,95,250
1747,v2,RRM-3,1,0,36,77,ACTIVE,IDLE,1,5,4,1,249,250
1748,v2,RRM-1,1,1,72,94,ACTIVE,IDLE,0,5,4,1,193,250
1749,v3,RRM-3,1,1,2,23,IDLE,INIT,1,3,1,1,169,250
1750,v1,RRM-2,1,1,15,26,INIT,ACTIVE,1,2,1,1,339,250
1751,v1,RRM-3,0,1,1,61,ACTIVE,IDLE,1,2,4,1,121,250
1752,v3,RRM-1,1,1,67,73,INIT,ACTIVE,1,5,2,1,101,250
1753,v2,RRM-2,1,1,7,20,IDLE,INIT,1,5,5,1,96,250
1754,v1,RRM-1,1,1,92,59,ACTIVE,IDLE,0,3,4,0,114,250
1755,v2,RRM-1,1,1,61,82,ACTIVE,IDLE,1,4,3,0,167,250
1756,v1,RRM-2,1,1,24,24,ACTIVE,IDLE,1,1,4,0,65,250
1757,v2,RRM-1,1,1,66,83,INIT,ACTIVE,1,5,4,1,101,250
1758,v1,RRM-3,1,1,10,24,ACTIVE,IDLE,0,3,1,1,30,250
1759,v1,RRM-1,1,1,37,37,INIT,ACTIVE,1,1,3,0,231,250
1760,v1,RRM-1,1,1,47,34,INIT,ACTIVE,1,2,5,0,228,250
1761,v1,RRM-4,1,1,60,94,IDLE,INIT,1,2,4,1,115,250
1762,v1,RRM-3,1,1,9,71,IDLE,INIT,0,5,1,1,114,250
1763,v2,RRM-4,1,1,4,27,ACTIVE,INIT,1,2,2,0,21,250
1764,v2,RRM-4,1,1,15,26,INIT,ACTIVE,1,5,1,1,84,250
1765,v2,RRM-2,1,1,24,33,IDLE,INIT,0,4,3,1,239,250
1766,v3,RRM-0,1,1,21,64,INIT,ACTIVE,1,3,2,1,89,250
1767,v1,RRM-1,1,1,60,74,INIT,ACTIVE,0,2,5,1,223,250
1768,v1,RRM-2,1,1,4,20,ACTIVE,IDLE,1,3,3,0,136,250
1769,v9,RRM-1,1,1,19,41,IDLE,INIT,1,3,3,0,33,250
1770,v1,RRM-1,1,1,6,35,IDLE,INIT,0,3,2,1,25,250
1771,v2,RRM-4,1,1,38,64,ACTIVE,INIT,1,1,3,0,13,250
1772,v2,RRM-1,1,1,48,49,ACTIVE,IDLE,1,2,4,1,39,250
1773,v0,RRM-4,1,1,30,53,INIT,ACTIVE,1,5,1,1,127,250
1774,v0,RRM-3,1,1,52,79,ACTIVE,IDLE,0,5,5,0,119,250
1775,v2,RRM-1,1,0,24,26,INIT,ACTIVE,1,5,1,1,213,250
1776,v2,RRM-3,1,1,65,68,ACTIVE,IDLE,1,1,3,0,438,250
1777,v3,RRM-1,1,0,50,67,IDLE,INIT,0,1,2,1,42,250
1778,v1,RRM-3,1,1,8,99,IDLE,INIT,1,1,1,0,173,250
1779,v3,RRM-1,1,1,19,66,IDLE,INIT,1,2,2,1,133,250
1780,v1,RRM-4,1,1,75,80,INIT,ACTIVE,1,3,1,1,31,250
1781,v1,RRM-2,0,1,19,22,IDLE,INIT,1,2,3,0,217,250
1782,v2,RRM-1,1,1,1,70,IDLE,INIT,0,4,4,1,149,250
1783,v3,RRM-1,1,1,22,63,IDLE,INIT,0,5,2,1,130,250
1784,v2,RRM-4,1,1,37,47,ACTIVE,IDLE,1,5,3,0,234,250
